Division,Division_Description,Sub_Division,Sub_Division_Description,Group,Group_Description,Family,Family_Description,Unit_Code,Unit_Title,Unit_Description,NCO_2004,QP_NOS Reference,QP_NOS Name,NSQF_Level,text
,,,,,,8112 Mineral and Stone Processing Plant Operators,,8112.02,,,8112.15,,,,
,,,,,,8112 Mineral and Stone Processing Plant Operators,,8112.03,,,8112.20,,,,
,,,,,,8112 Mineral and Stone Processing Plant Operators,,8112.04,,,8112.30,,,,
,,,,,,8112 Mineral and Stone Processing Plant Operators,,8112.05,,,8112.40,,,,
,,,,,,8112 Mineral and Stone Processing Plant Operators,,8112.06,,,8112.45,,,,
,,,,,,8112 Mineral and Stone Processing Plant Operators,,8112.07,,,8112.50,,,,
,,,,,,8112 Mineral and Stone Processing Plant Operators,,8112.08,,,8112.55,,,,
,,,,,,8112 Mineral and Stone Processing Plant Operators,,8112.09,,,8112.60,,,,
,,,,,,8112 Mineral and Stone Processing Plant Operators,,8112.1,,,8112.62,,,,
,,,,,,8112 Mineral and Stone Processing Plant Operators,,8112.11,,,8112.65,,,,
,,,,,,8112 Mineral and Stone Processing Plant Operators,,8112.12,,,8112.70,,,,
,,,,,,8112 Mineral and Stone Processing Plant Operators,,8112.99,,,8112.90,,,,
,,,,,,8113 Well Drillers and Borers and Related Workers,,8113.01,,,8113.10,,,,
,,,,,,8113 Well Drillers and Borers and Related Workers,,8113.02,,,8113.15,,,,
,,,,,,8113 Well Drillers and Borers and Related Workers,,8113.03,,,8113.20,,,,
,,,,,,8113 Well Drillers and Borers and Related Workers,,8113.04,,,8113.25,,,,
,,,,,,8113 Well Drillers and Borers and Related Workers,,8113.05,,,8113.30,,,,
,,,,,,8113 Well Drillers and Borers and Related Workers,,8113.06,,,8113.35,,,,
,,,,,,8113 Well Drillers and Borers and Related Workers,,8113.07,,,8113.40,,,,
,,,,,,8113 Well Drillers and Borers and Related Workers,,8113.08,,,8113.45,,,,
,,,,,,8113 Well Drillers and Borers and Related Workers,,8113.99,,,8113.90,,,,
,,,,,,"8114 Cement, Stone and Other Mineral Products Machine Operators",,8114.01,,,8212.10,,,,
,,,,,,"8114 Cement, Stone and Other Mineral Products Machine Operators",,8114.02,,,8212.20,,,,
,,,,,,"8114 Cement, Stone and Other Mineral Products Machine Operators",,8114.03,,,8212.30,,,,
,,,,,,"8114 Cement, Stone and Other Mineral Products Machine Operators",,8114.05,,,8212.50,,,,
,,,,,,"8114 Cement, Stone and Other Mineral Products Machine Operators",,8114.06,,,8212.60,,,,
,,,,,,"8114 Cement, Stone and Other Mineral Products Machine Operators",,8114.07,,,8212.70,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.03,,,8121.20,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.23,,,8122.36,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.24,,,8122.38,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.25,,,8122.40,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.27,,,8122.44,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.3,,,8122.50,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.31,,,8122.52,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.3301,,,,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.3701,,,8122.64,ASC/Q3901,Heat Treatment Technician/Furnace Operator,4.0,
,,,,,,8121 Metal Processing Plant Operators,,8121.3801,,,,ASC/Q3202,Casting Technician L3,3.0,
,,,,,,8121 Metal Processing Plant Operators,,8121.4201,,,,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.44,,,8122.77,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.45,,,8122.78,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.46,,,8122.80,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.48,,,8123.20,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.49,,,8123.30,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.52,,,8124.15,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.55,,,8124.40,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.56,,,8124.50,,,,
,,,,,,8121 Metal Processing Plant Operators,,8121.58,,,8124.90,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.01,,,8223.10,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.0101,,,,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.2,,,8223.20,RSC/Q0210,Autoclave Operator,4.0,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.3,,,8223.30,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.35,,,8223.35,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.55,,,8223.55,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.62,,,8223.62,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.67,,,8223.67,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.69,,,8223.69,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.7,,,8223.70,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.71,,,8223.71,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.72,,,8223.72,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.73,,,8223.73,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.74,,,8223.74,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.75,,,8223.75,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.76,,,8223.76,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.77,,,8223.77,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.78,,,8223.78,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.79,,,8223.79,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.8,,,8223.80,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.81,,,8223.81,,,,
,,,,,,"8122 Metal Finishing, Plating and Coating Machine Operators",,8122.99,,,8223.90,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.01,,,8151.10,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.02,,,8151.20,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.03,,,8151.30,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.04,,,8151.40,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.05,,,8151.45,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.08,,,8151.60,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.09,,,8151.65,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.14,,,8152.30,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.15,,,8152.35,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.17,,,8152.45,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.18,,,8152.50,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.21,,,8152.70,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.22,,,8152.75,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.23,,,8153.10,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.24,,,8153.15,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.25,,,8153.20,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.26,,,8153.30,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.27,,,8153.40,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.28,,,8153.50,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.29,,,8153.60,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.3,,,8153.65,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.31,,,8153.70,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.32,,,8153.80,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.3501,,,8154.30,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.36,,,8154.40,RSC/Q0101,Mill Operator,4.0,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.37,,,8154.50,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.38,,,8154.60,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.39,,,8154.65,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.4,,,8222.10,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.41,,,8222.20,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.42,,,8222.30,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.43,,,8222.40,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.44,,,8222.50,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.45,,,8222.60,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.46,,,8222.70,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.49,,,8159.12,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.56,,,8159.25,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.58,,,8159.28,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.59,,,8159.34,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.6,,,8159.36,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.61,,,8159.38,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.62,,,8159.40,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.63,,,8159.42,RSC/Q0729,Pre and Post Calendering Operator,4.0,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.64,,,8159.45,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.65,,,8159.54,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.66,,,8159.56,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.67,,,8159.58,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.68,,,8159.60,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.7,,,8159.62,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.71,,,8159.64,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.72,,,8159.66,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.75,,,8159.72,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.76,,,8159.74,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.77,,,8159.76,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.78,,,8159.78,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.8,,,8159.80,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.81,,,8159.82,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.82,,,8159.84,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.83,,,8159.86,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.84,,,8159.87,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.85,,,8159.88,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.87,,,8229.10,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.88,,,8229.20,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.89,,,8229.30,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.9,,,8229.40,,,,
,,,,,,8131 Chemical Products Plant and Machine Operators,,8131.99,,,8229.90,,,,
,,,,,,8132 Photographic Products Machine Operators,,8132.01,,,7344.10,,,,
,,,,,,8132 Photographic Products Machine Operators,,8132.02,,,7344.20,,,,
,,,,,,8132 Photographic Products Machine Operators,,8132.03,,,7344.25,,,,
,,,,,,8132 Photographic Products Machine Operators,,8132.04,,,7344.30,,,,
,,,,,,8132 Photographic Products Machine Operators,,8132.05,,,7344.40,,,,
,,,,,,8132 Photographic Products Machine Operators,,8132.06,,,7344.50,,,,
,,,,,,8132 Photographic Products Machine Operators,,8132.07,,,8224.10,,,,
,,,,,,8132 Photographic Products Machine Operators,,8132.08,,,8224.20,,,,
,,,,,,8132 Photographic Products Machine Operators,,8132.09,,,8224.30,,,,
,,,,,,8132 Photographic Products Machine Operators,,8132.1,,,8224.40,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.01,,,8231.10,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.0101,,,,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.02,,,8231.15,RSC/Q0623,Feed Extruder Operator,4.0,
,,,,,,8141 Rubber Products Machine Operators,,8141.03,,,8231.20,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.0301,,,,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.0302,,,,ELE/Q3501,Injection Moulding Machine Operator,4.0,
,,,,,,8141 Rubber Products Machine Operators,,8141.04,,,8231.25,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.06,,,8231.35,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.07,,,8231.40,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.0711,,,,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.0712,,,,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.0713,,,,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.0714,,,,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.0715,,,,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.0716,,,,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.08,,,8231.45,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.09,,,8231.50,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.1,,,8231.60,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.11,,,8231.65,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.1201,,,8231.67,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.1301,,,8231.70,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.14,,,8231.72,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.15,,,8231.74,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.16,,,8231.76,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.1701,,,8231.80,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.1702,,,,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.1703,,,,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.18,,,8231.81,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.1801,,,,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.19,,,8231.83,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.2,,,8231.84,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.21,,,8231.85,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.22,,,8231.86,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.23,,,8231.87,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.24,,,8231.88,,,,
,,,,,,8141 Rubber Products Machine Operators,,8141.99,,,8231.90,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.01,,,8232.10,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.02,,,8232.15,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.03,,,8232.18,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.0501,,,8232.25,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.0502,,,,LSS/N9101,Moulding Operator,4.0,
,,,,,,8142 Plastic Products Machine Operators,,8142.0503,,,,ELE/Q1703,Encapsulation Operator,4.0,
,,,,,,8142 Plastic Products Machine Operators,,8142.06,,,8232.30,ASC/Q4401,Plastic Moulding Technician or Operator,4.0,
,,,,,,8142 Plastic Products Machine Operators,,8142.07,,,8232.35,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.08,,,8232.40,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.09,,,8232.45,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.1,,,8232.50,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.11,,,8232.60,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.12,,,8232.62,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.13,,,8232.65,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.1301,,,,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.14,,,8232.70,AMH/Q0301,Sewing Machine Operator,4.0,
,,,,,,8142 Plastic Products Machine Operators,,8142.15,,,8232.75,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.16,,,8232.80,,,,
,,,,,,8142 Plastic Products Machine Operators,,8142.99,,,8232.90,,,,
,,,,,,8143 Paper Products Machine Operators,,8143.01,,,8253.10,,,,
,,,,,,8143 Paper Products Machine Operators,,8143.02,,,8253.20,,,,
,,,,,,8143 Paper Products Machine Operators,,8143.03,,,8253.30,,,,
,,,,,,8143 Paper Products Machine Operators,,8143.04,,,8253.40,,,,
,,,,,,8143 Paper Products Machine Operators,,8143.05,,,8253.50,,,,
,,,,,,8143 Paper Products Machine Operators,,8143.99,,,8253.90,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.01,,,8261.10,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.03,,,8261.20,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.04,,,8261.25,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.06,,,8261.35,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.07,,,8261.40,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.1,,,8261.70,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.11,,,8261.77,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.12,,,8261.79,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.13,,,8261.80,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.14,,,8261.81,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.15,,,8261.82,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.16,,,8261.83,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.17,,,8261.84,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.18,,,8261.85,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.19,,,8261.86,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.2,,,8261.87,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.21,,,8261.88,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.22,,,8261.89,,,,
,,,,,,"8151 Fibre Preparing, Spinning and Winding Machine Operators",,8151.99,,,8261.90,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.01,,,7432.10,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.02,,,7432.12,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.03,,,8262.10,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.04,,,8262.20,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.05,,,8262.25,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.06,,,8262.30,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.07,,,8262.35,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.09,,,8262.45,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.1,,,8262.50,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.11,,,8262.55,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.12,,,8262.60,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.13,,,8262.65,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.14,,,8262.70,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.16,,,8262.80,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.2,,,8262.85,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.21,,,8262.86,,,,
,,,,,,8152 Weaving and Knitting Machine Operators,,8152.99,,,8262.90,,,,
,,,,,,8153 Sewing Machine Operators,,8153.0101,,,8263.10,,,,
,,,,,,8153 Sewing Machine Operators,,8153.0102,,,,AMH/Q0801,Embroidery Machine Operator (Zigzag Machine),4.0,
,,,,,,8153 Sewing Machine Operators,,8153.0103,,,,,,,
,,,,,,8153 Sewing Machine Operators,,8153.02,,,8263.20,,,,
,,,,,,8153 Sewing Machine Operators,,8153.03,,,8263.30,,,,
,,,,,,8153 Sewing Machine Operators,,8153.04,,,8263.40,,,,
,,,,,,8153 Sewing Machine Operators,,8153.05,,,8263.45,,,,
,,,,,,8153 Sewing Machine Operators,,8153.06,,,8263.50,,,,
,,,,,,8153 Sewing Machine Operators,,8153.0601,,,,,,,
,,,,,,8153 Sewing Machine Operators,,8153.0701,,,,AMH/Q1301,Framer- Computerised Embroidery Machine,4.0,
,,,,,,8153 Sewing Machine Operators,,8153.0702,,,,LSS/Q6102,Helper-Parts Making (Leather Goods & Garments),2.0,
,,,,,,8153 Sewing Machine Operators,,8153.0703,,,,LSS/Q6201,Helper – Finishing Operation (Leather Goods & Garments),2.0,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.02,,,8264.50,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.03,,,8264.55,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.05,,,8264.60,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.06,,,8264.62,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.07,,,8264.64,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.08,,,8264.66,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.09,,,8264.67,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.1,,,8264.68,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.11,,,8264.69,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.12,,,8264.70,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.15,,,8264.75,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.17,,,8264.77,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.18,,,8264.78,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.19,,,8264.79,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.2,,,8264.80,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.21,,,8264.81,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.22,,,8264.82,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.23,,,8264.83,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.24,,,8264.84,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.25,,,8264.85,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.26,,,8264.86,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.27,,,8264.87,,,,
,,,,,,"8154 Bleaching, Dyeing and Cleaning Machine Operators",,8154.99,,,8264.90,,,,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.01,,,8265.10,,,,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.0201,,,8265.20,,,,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.03,,,8265.25,LSS/Q0801,Splitting and Sammying Operator,4.0,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.04,,,8265.30,,,,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.05,,,8265.32,,,,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.0601,,,8265.35,LSS/Q0301,Shaving Operator,4.0,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.07,,,8265.40,LSS/Q0201,Buffing Operator,4.0,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.0801,,,8265.45,,,,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.09,,,8265.50,LSS/Q0701,Drum Operator,4.0,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.1,,,8265.60,,,,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.1101,,,8265.70,,,,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.1102,,,,LSS/Q0901,Post Tanning Machine Operator,4.0,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.12,,,8265.80,LSS/Q0401,Helper-Wet Operations (Multiskilled),2.0,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.1201,,,,,,,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.1202,,,,LSS/Q0101,Helper-Dry Operations (Finished Leather),2.0,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.1203,,,,LSS/Q3201,Cutter (Footwear),4.0,
,,,,,,8155 Fur and Leather Preparing Machine Operators,,8155.99,,,8265.90,,,,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.01,,,8266.10,,,,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.02,,,8266.12,,,,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.04,,,8266.16,,,,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.05,,,8266.18,,,,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.06,,,8266.20,,,,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.0701,,,8266.22,,,,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.08,,,8266.23,LSS/N3501,Stitching Operator (Footwear),4.0,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.09,,,8266.25,,,,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.0901,,,,,,,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.1001,,,8266.26,LSS/N3701,Skiving Operator,4.0,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.1401,,,8266.32,LSS/N3801,Lasting Operator,4.0,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.15,,,8266.35,LSS/N3601,Pre-Assembly Operator,4.0,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.16,,,8266.36,,,,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.17,,,8266.38,,,,
,,,,,,8156 Shoe Making and Related Machine Operators,,8156.18,,,8266.40,,,,
